,Unnamed: 0,pow_index,pow_id,pow_date,pow_time,pow_dcv,pow_dca,pow_dcp,pow_acvr,pow_acvs,pow_acvt,pow_acar,pow_acas,pow_acat,pow_acp,pow_pf,pow_totpower,pow_totpower_origin,pow_freq,pow_slopesolar,pow_modtemp,state
276,276,9289,558,2022-04-04,11:59:15,303,6.5,1900.0,234,0,0,8.1,0.0,0.0,1900.0,0.0,294000.0,294000.0,60.0,0.0,0.0,0
277,277,9292,558,2022-04-04,12:00:15,300,6.6,1900.0,234,0,0,8.1,0.0,0.0,1900.0,0.0,294000.0,294000.0,59.9,0.0,0.0,0
278,278,9303,558,2022-04-04,12:06:15,295,6.7,2000.0,234,0,0,8.2,0.0,0.0,1900.0,0.0,295000.0,295000.0,59.9,0.0,0.0,0
279,279,9305,558,2022-04-04,12:07:15,296,6.7,2000.0,234,0,0,8.2,0.0,0.0,1900.0,0.0,295000.0,295000.0,59.9,0.0,0.0,0
280,280,9307,558,2022-04-04,12:08:15,299,6.7,2000.0,234,0,0,8.2,0.0,0.0,1900.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
281,281,9309,558,2022-04-04,12:09:15,296,6.8,2000.0,234,0,0,8.2,0.0,0.0,1900.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
282,282,9312,558,2022-04-04,12:10:15,300,6.7,2000.0,233,0,0,8.1,0.0,0.0,1900.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
283,283,9315,558,2022-04-04,12:11:15,294,6.8,2000.0,234,0,0,8.1,0.0,0.0,1900.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
284,284,9318,558,2022-04-04,12:12:15,296,6.8,2000.0,234,0,0,8.3,0.0,0.0,1900.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
285,285,9321,558,2022-04-04,12:13:15,295,6.8,2000.0,234,0,0,8.2,0.0,0.0,1900.0,0.0,295000.0,295000.0,59.9,0.0,0.0,0
286,286,9324,558,2022-04-04,12:14:15,297,6.7,2000.0,234,0,0,8.2,0.0,0.0,1900.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
287,287,9327,558,2022-04-04,12:15:15,298,6.7,2000.0,234,0,0,8.2,0.0,0.0,1900.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
288,288,9330,558,2022-04-04,12:16:15,295,6.7,1900.0,234,0,0,8.2,0.0,0.0,1900.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
289,289,9333,558,2022-04-04,12:17:15,296,6.6,1900.0,234,0,0,8.3,0.0,0.0,1900.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
290,290,9336,558,2022-04-04,12:18:15,295,6.6,1900.0,234,0,0,8.0,0.0,0.0,1900.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
291,291,9339,558,2022-04-04,12:19:15,294,6.6,1900.0,234,0,0,7.6,0.0,0.0,1800.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
292,292,9342,558,2022-04-04,12:20:15,291,6.7,1900.0,234,0,0,7.8,0.0,0.0,1800.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
293,293,9345,558,2022-04-04,12:21:15,296,6.6,1900.0,234,0,0,8.0,0.0,0.0,1800.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
294,294,9348,558,2022-04-04,12:22:15,293,6.7,1900.0,233,0,0,8.2,0.0,0.0,1800.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
295,295,9351,558,2022-04-04,12:23:15,292,6.7,1900.0,233,0,0,8.1,0.0,0.0,1900.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
296,296,9354,558,2022-04-04,12:24:15,297,6.6,1900.0,233,0,0,8.0,0.0,0.0,1800.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
297,297,9357,558,2022-04-04,12:25:15,303,6.5,1900.0,232,0,0,8.2,0.0,0.0,1800.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
298,298,9360,558,2022-04-04,12:26:15,294,6.8,2000.0,232,0,0,8.2,0.0,0.0,1900.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
299,299,9363,558,2022-04-04,12:27:15,293,6.8,2000.0,232,0,0,8.2,0.0,0.0,1900.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
300,300,9365,558,2022-04-04,12:28:15,298,6.7,2000.0,233,0,0,8.2,0.0,0.0,1900.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
301,301,9367,558,2022-04-04,12:29:15,295,6.8,2000.0,232,0,0,8.2,0.0,0.0,1800.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
302,302,9369,558,2022-04-04,12:30:15,297,6.8,2000.0,233,0,0,8.3,0.0,0.0,1900.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
303,303,9371,558,2022-04-04,12:31:15,296,6.8,2000.0,233,0,0,8.3,0.0,0.0,1900.0,0.0,295000.0,295000.0,60.0,0.0,0.0,0
304,304,9383,558,2022-04-04,12:37:15,306,6.7,2000.0,233,0,0,8.4,0.0,0.0,1900.0,0.0,296000.0,296000.0,60.0,0.0,0.0,0
305,305,9386,558,2022-04-04,12:38:15,304,6.7,2000.0,233,0,0,8.5,0.0,0.0,1900.0,0.0,296000.0,296000.0,60.0,0.0,0.0,0
306,306,9389,558,2022-04-04,12:39:15,301,6.7,2000.0,233,0,0,8.5,0.0,0.0,1900.0,0.0,296000.0,296000.0,59.9,0.0,0.0,0
307,307,9392,558,2022-04-04,12:40:15,304,6.7,2000.0,233,0,0,8.5,0.0,0.0,1900.0,0.0,296000.0,296000.0,60.0,0.0,0.0,0
308,308,9395,558,2022-04-04,12:41:15,304,6.8,2000.0,233,0,0,8.2,0.0,0.0,1900.0,0.0,296000.0,296000.0,59.9,0.0,0.0,0
309,309,9398,558,2022-04-04,12:42:15,303,6.8,2000.0,233,0,0,8.0,0.0,0.0,1800.0,0.0,296000.0,296000.0,60.0,0.0,0.0,0
310,310,9401,558,2022-04-04,12:43:15,301,6.9,2000.0,233,0,0,8.2,0.0,0.0,1900.0,0.0,296000.0,296000.0,59.9,0.0,0.0,0
311,311,9403,558,2022-04-04,12:44:15,298,6.9,2000.0,233,0,0,8.4,0.0,0.0,1900.0,0.0,296000.0,296000.0,59.9,0.0,0.0,0
312,312,9405,558,2022-04-04,12:45:15,299,6.9,2000.0,233,0,0,8.5,0.0,0.0,1900.0,0.0,296000.0,296000.0,59.9,0.0,0.0,0
313,313,9407,558,2022-04-04,12:46:15,303,6.8,2000.0,233,0,0,8.5,0.0,0.0,2000.0,0.0,296000.0,296000.0,59.9,0.0,0.0,0
314,314,9409,558,2022-04-04,12:47:15,302,6.8,2000.0,233,0,0,8.4,0.0,0.0,1900.0,0.0,296000.0,296000.0,59.9,0.0,0.0,0
315,315,9411,558,2022-04-04,12:48:15,304,6.7,2000.0,233,0,0,8.4,0.0,0.0,1900.0,0.0,296000.0,296000.0,59.9,0.0,0.0,0
316,316,9414,558,2022-04-04,12:49:15,302,6.8,2000.0,233,0,0,8.4,0.0,0.0,1900.0,0.0,296000.0,296000.0,59.9,0.0,0.0,0
317,317,9417,558,2022-04-04,12:50:15,303,6.8,2000.0,233,0,0,8.3,0.0,0.0,1900.0,0.0,296000.0,296000.0,60.0,0.0,0.0,0
318,318,9420,558,2022-04-04,12:51:15,306,6.7,2000.0,233,0,0,8.5,0.0,0.0,2000.0,0.0,296000.0,296000.0,59.9,0.0,0.0,0
319,319,9423,558,2022-04-04,12:52:15,303,6.7,2000.0,233,0,0,8.2,0.0,0.0,1900.0,0.0,296000.0,296000.0,59.9,0.0,0.0,0
320,320,9426,558,2022-04-04,12:53:15,301,6.8,2000.0,233,0,0,8.5,0.0,0.0,1900.0,0.0,296000.0,296000.0,59.9,0.0,0.0,0
321,321,9429,558,2022-04-04,12:54:15,299,6.7,2000.0,232,0,0,8.3,0.0,0.0,1900.0,0.0,296000.0,296000.0,59.9,0.0,0.0,0
322,322,9432,558,2022-04-04,12:55:15,297,6.8,2000.0,232,0,0,8.4,0.0,0.0,1900.0,0.0,296000.0,296000.0,59.9,0.0,0.0,0
323,323,9435,558,2022-04-04,12:56:15,300,6.7,2000.0,232,0,0,8.3,0.0,0.0,1900.0,0.0,296000.0,296000.0,59.9,0.0,0.0,0
324,324,9438,558,2022-04-04,12:57:15,301,6.8,2000.0,232,0,0,8.4,0.0,0.0,1900.0,0.0,296000.0,296000.0,60.0,0.0,0.0,0
325,325,9441,558,2022-04-04,12:58:15,299,6.9,2000.0,231,0,0,8.7,0.0,0.0,2000.0,0.0,296000.0,296000.0,60.0,0.0,0.0,0
326,326,9444,558,2022-04-04,12:59:15,305,6.8,2000.0,232,0,0,8.5,0.0,0.0,1900.0,0.0,296000.0,296000.0,59.9,0.0,0.0,0
327,327,9447,558,2022-04-04,13:00:15,296,7.0,2000.0,232,0,0,8.4,0.0,0.0,1900.0,0.0,296000.0,296000.0,59.9,0.0,0.0,0
328,328,9450,558,2022-04-04,13:01:15,302,6.8,2000.0,233,0,0,8.7,0.0,0.0,2000.0,0.0,296000.0,296000.0,60.0,0.0,0.0,0
329,329,9461,558,2022-04-04,13:07:15,300,6.9,2000.0,232,0,0,8.7,0.0,0.0,2000.0,0.0,297000.0,297000.0,59.9,0.0,0.0,0
330,330,9463,558,2022-04-04,13:08:15,305,6.8,2000.0,233,0,0,8.5,0.0,0.0,1900.0,0.0,297000.0,297000.0,59.9,0.0,0.0,0
331,331,9465,558,2022-04-04,13:09:15,303,6.8,2000.0,232,0,0,8.6,0.0,0.0,2000.0,0.0,297000.0,297000.0,59.9,0.0,0.0,0
332,332,9467,558,2022-04-04,13:10:15,302,6.8,2000.0,232,0,0,8.5,0.0,0.0,1900.0,0.0,297000.0,297000.0,60.0,0.0,0.0,0
333,333,9470,558,2022-04-04,13:11:15,303,6.8,2000.0,232,0,0,8.7,0.0,0.0,2000.0,0.0,297000.0,297000.0,60.0,0.0,0.0,0
334,334,9473,558,2022-04-04,13:12:15,307,6.7,2000.0,232,0,0,8.6,0.0,0.0,2000.0,0.0,297000.0,297000.0,60.0,0.0,0.0,0
335,335,9476,558,2022-04-04,13:13:15,303,6.8,2000.0,232,0,0,8.5,0.0,0.0,1900.0,0.0,297000.0,297000.0,60.0,0.0,0.0,0
336,336,9479,558,2022-04-04,13:14:15,309,6.6,2000.0,232,0,0,8.5,0.0,0.0,1900.0,0.0,297000.0,297000.0,60.0,0.0,0.0,0
337,337,9482,558,2022-04-04,13:15:15,299,6.9,2000.0,232,0,0,8.5,0.0,0.0,1900.0,0.0,297000.0,297000.0,60.0,0.0,0.0,0
338,338,9485,558,2022-04-04,13:16:15,298,7.0,2000.0,232,0,0,8.6,0.0,0.0,2000.0,0.0,297000.0,297000.0,60.0,0.0,0.0,0
339,339,9488,558,2022-04-04,13:17:15,299,7.0,2100.0,232,0,0,8.7,0.0,0.0,2000.0,0.0,297000.0,297000.0,59.9,0.0,0.0,0
340,340,9491,558,2022-04-04,13:18:15,300,7.0,2100.0,232,0,0,8.8,0.0,0.0,2000.0,0.0,297000.0,297000.0,60.0,0.0,0.0,0
341,341,9494,558,2022-04-04,13:19:15,303,6.8,2000.0,231,0,0,8.5,0.0,0.0,1900.0,0.0,297000.0,297000.0,59.9,0.0,0.0,0
342,342,9497,558,2022-04-04,13:20:15,297,7.0,2000.0,232,0,0,8.7,0.0,0.0,2000.0,0.0,297000.0,297000.0,59.9,0.0,0.0,0
343,343,9500,558,2022-04-04,13:21:15,302,6.8,2000.0,232,0,0,8.4,0.0,0.0,1900.0,0.0,297000.0,297000.0,59.9,0.0,0.0,0
344,344,9502,558,2022-04-04,13:22:15,301,6.8,2000.0,232,0,0,8.5,0.0,0.0,2000.0,0.0,297000.0,297000.0,59.9,0.0,0.0,0
345,345,9504,558,2022-04-04,13:23:15,300,7.0,2100.0,233,0,0,8.4,0.0,0.0,1900.0,0.0,297000.0,297000.0,59.9,0.0,0.0,0
346,346,9506,558,2022-04-04,13:24:15,301,6.9,2000.0,233,0,0,8.5,0.0,0.0,2000.0,0.0,297000.0,297000.0,59.9,0.0,0.0,0
347,347,9508,558,2022-04-04,13:25:15,302,6.9,2100.0,232,0,0,8.7,0.0,0.0,2000.0,0.0,297000.0,297000.0,59.9,0.0,0.0,0
348,348,9510,558,2022-04-04,13:26:15,300,7.0,2100.0,232,0,0,8.6,0.0,0.0,2000.0,0.0,297000.0,297000.0,60.0,0.0,0.0,0
349,349,9513,558,2022-04-04,13:27:15,305,6.9,2100.0,232,0,0,8.8,0.0,0.0,2000.0,0.0,297000.0,297000.0,59.9,0.0,0.0,0
350,350,9516,558,2022-04-04,13:28:15,300,7.0,2100.0,232,0,0,8.7,0.0,0.0,2000.0,0.0,297000.0,297000.0,59.9,0.0,0.0,0
351,351,9519,558,2022-04-04,13:29:15,301,6.9,2100.0,232,0,0,8.7,0.0,0.0,2000.0,0.0,297000.0,297000.0,59.9,0.0,0.0,0
352,352,9522,558,2022-04-04,13:30:15,300,6.9,2000.0,232,0,0,8.7,0.0,0.0,2000.0,0.0,297000.0,297000.0,60.0,0.0,0.0,0
353,353,9525,558,2022-04-04,13:31:15,302,6.9,2000.0,232,0,0,8.8,0.0,0.0,2000.0,0.0,297000.0,297000.0,60.0,0.0,0.0,0
354,354,9538,558,2022-04-04,13:37:15,302,6.8,2000.0,231,0,0,8.7,0.0,0.0,2000.0,0.0,298000.0,298000.0,60.0,0.0,0.0,0
355,355,9541,558,2022-04-04,13:38:15,303,6.8,2000.0,232,0,0,8.6,0.0,0.0,2000.0,0.0,298000.0,298000.0,59.9,0.0,0.0,0
356,356,9544,558,2022-04-04,13:39:15,304,6.8,2000.0,231,0,0,8.6,0.0,0.0,2000.0,0.0,298000.0,298000.0,60.0,0.0,0.0,0
357,357,9547,558,2022-04-04,13:40:15,305,6.7,2000.0,231,0,0,8.4,0.0,0.0,1900.0,0.0,298000.0,298000.0,59.9,0.0,0.0,0
358,358,9550,558,2022-04-04,13:41:15,300,6.8,2000.0,231,0,0,8.4,0.0,0.0,1900.0,0.0,298000.0,298000.0,59.9,0.0,0.0,0
359,359,9553,558,2022-04-04,13:42:15,308,6.7,2000.0,232,0,0,8.6,0.0,0.0,2000.0,0.0,298000.0,298000.0,60.0,0.0,0.0,0
360,360,9556,558,2022-04-04,13:43:15,306,6.7,2000.0,232,0,0,8.5,0.0,0.0,1900.0,0.0,298000.0,298000.0,59.9,0.0,0.0,0
361,361,9558,558,2022-04-04,13:44:15,304,6.7,2000.0,232,0,0,8.5,0.0,0.0,1900.0,0.0,298000.0,298000.0,59.9,0.0,0.0,0
362,362,9560,558,2022-04-04,13:45:15,305,6.8,2000.0,231,0,0,8.5,0.0,0.0,1900.0,0.0,298000.0,298000.0,59.9,0.0,0.0,0
363,363,9562,558,2022-04-04,13:46:15,298,7.0,2100.0,233,0,0,8.7,0.0,0.0,2000.0,0.0,298000.0,298000.0,59.9,0.0,0.0,0
364,364,9564,558,2022-04-04,13:47:15,298,7.0,2100.0,232,0,0,8.7,0.0,0.0,2000.0,0.0,298000.0,298000.0,59.9,0.0,0.0,0
365,365,9566,558,2022-04-04,13:48:15,298,7.0,2000.0,232,0,0,8.0,0.0,0.0,1800.0,0.0,298000.0,298000.0,59.9,0.0,0.0,0
366,366,9569,558,2022-04-04,13:49:15,304,6.7,2000.0,232,0,0,8.6,0.0,0.0,2000.0,0.0,298000.0,298000.0,59.9,0.0,0.0,0
367,367,9572,558,2022-04-04,13:50:15,303,6.7,2000.0,232,0,0,8.5,0.0,0.0,1900.0,0.0,298000.0,298000.0,59.9,0.0,0.0,0
368,368,9575,558,2022-04-04,13:51:15,304,6.7,2000.0,232,0,0,8.5,0.0,0.0,1900.0,0.0,298000.0,298000.0,59.9,0.0,0.0,0
369,369,9578,558,2022-04-04,13:52:15,299,6.8,2000.0,232,0,0,8.5,0.0,0.0,1900.0,0.0,298000.0,298000.0,59.9,0.0,0.0,0
370,370,9581,558,2022-04-04,13:53:15,301,6.8,2000.0,232,0,0,8.5,0.0,0.0,1900.0,0.0,298000.0,298000.0,59.9,0.0,0.0,0
371,371,9584,558,2022-04-04,13:54:15,303,6.7,2000.0,232,0,0,8.5,0.0,0.0,1900.0,0.0,298000.0,298000.0,59.9,0.0,0.0,0
372,372,9587,558,2022-04-04,13:55:15,303,6.8,2000.0,232,0,0,8.4,0.0,0.0,1900.0,0.0,298000.0,298000.0,59.9,0.0,0.0,0
373,373,9590,558,2022-04-04,13:56:15,304,6.7,2000.0,232,0,0,8.3,0.0,0.0,1900.0,0.0,298000.0,298000.0,59.9,0.0,0.0,0
374,374,9593,558,2022-04-04,13:57:15,305,6.7,2000.0,232,0,0,8.5,0.0,0.0,1900.0,0.0,298000.0,298000.0,59.9,0.0,0.0,0
375,375,9596,558,2022-04-04,13:58:15,306,6.7,2000.0,232,0,0,8.5,0.0,0.0,1900.0,0.0,298000.0,298000.0,59.9,0.0,0.0,0
376,376,9598,558,2022-04-04,13:59:15,305,6.7,2000.0,232,0,0,8.3,0.0,0.0,1900.0,0.0,298000.0,298000.0,59.9,0.0,0.0,0
377,377,9600,558,2022-04-04,14:00:15,304,6.7,2000.0,233,0,0,7.8,0.0,0.0,1800.0,0.0,298000.0,298000.0,60.0,0.0,0.0,0
378,378,9610,558,2022-04-04,14:06:15,301,6.7,2000.0,233,0,0,8.3,0.0,0.0,1900.0,0.0,299000.0,299000.0,60.0,0.0,0.0,0
379,379,9613,558,2022-04-04,14:07:15,299,6.8,2000.0,233,0,0,8.4,0.0,0.0,1900.0,0.0,299000.0,299000.0,60.0,0.0,0.0,0
380,380,9616,558,2022-04-04,14:08:15,306,6.7,2000.0,233,0,0,8.4,0.0,0.0,1900.0,0.0,299000.0,299000.0,60.0,0.0,0.0,0
381,381,9619,558,2022-04-04,14:09:15,301,6.8,2000.0,233,0,0,8.5,0.0,0.0,1900.0,0.0,299000.0,299000.0,59.9,0.0,0.0,0
382,382,9622,558,2022-04-04,14:10:15,301,6.8,2000.0,232,0,0,8.5,0.0,0.0,1900.0,0.0,299000.0,299000.0,59.9,0.0,0.0,0
383,383,9625,558,2022-04-04,14:11:15,304,6.8,2000.0,232,0,0,8.5,0.0,0.0,2000.0,0.0,299000.0,299000.0,60.0,0.0,0.0,0
384,384,9628,558,2022-04-04,14:12:15,308,6.6,2000.0,232,0,0,8.4,0.0,0.0,1900.0,0.0,299000.0,299000.0,59.9,0.0,0.0,0
385,385,9631,558,2022-04-04,14:13:15,300,6.8,2000.0,232,0,0,8.3,0.0,0.0,1900.0,0.0,299000.0,299000.0,59.9,0.0,0.0,0
386,386,9634,558,2022-04-04,14:14:15,303,6.7,2000.0,232,0,0,8.4,0.0,0.0,1900.0,0.0,299000.0,299000.0,59.9,0.0,0.0,0
387,387,9637,558,2022-04-04,14:15:15,302,6.7,2000.0,233,0,0,8.4,0.0,0.0,1900.0,0.0,299000.0,299000.0,59.9,0.0,0.0,0
388,388,9640,558,2022-04-04,14:16:15,305,6.7,2000.0,232,0,0,8.6,0.0,0.0,2000.0,0.0,299000.0,299000.0,59.9,0.0,0.0,0
389,389,9643,558,2022-04-04,14:17:15,308,6.6,2000.0,232,0,0,8.2,0.0,0.0,1900.0,0.0,299000.0,299000.0,59.9,0.0,0.0,0
390,390,9646,558,2022-04-04,14:18:15,303,6.7,2000.0,233,0,0,8.2,0.0,0.0,1900.0,0.0,299000.0,299000.0,59.9,0.0,0.0,0
391,391,9649,558,2022-04-04,14:19:15,302,6.7,2000.0,232,0,0,8.3,0.0,0.0,1900.0,0.0,299000.0,299000.0,59.9,0.0,0.0,0
392,392,9652,558,2022-04-04,14:20:15,305,6.6,2000.0,233,0,0,8.4,0.0,0.0,1900.0,0.0,299000.0,299000.0,59.9,0.0,0.0,0
393,393,9654,558,2022-04-04,14:21:15,307,6.6,2000.0,233,0,0,8.4,0.0,0.0,1900.0,0.0,299000.0,299000.0,59.9,0.0,0.0,0
394,394,9656,558,2022-04-04,14:22:15,304,6.6,2000.0,233,0,0,8.2,0.0,0.0,1900.0,0.0,299000.0,299000.0,59.9,0.0,0.0,0
395,395,9658,558,2022-04-04,14:23:15,302,6.6,2000.0,233,0,0,8.3,0.0,0.0,1900.0,0.0,299000.0,299000.0,59.9,0.0,0.0,0
396,396,9660,558,2022-04-04,14:24:15,304,6.6,2000.0,233,0,0,8.4,0.0,0.0,1900.0,0.0,299000.0,299000.0,60.0,0.0,0.0,0
397,397,9662,558,2022-04-04,14:25:15,303,6.6,2000.0,233,0,0,8.2,0.0,0.0,1900.0,0.0,299000.0,299000.0,60.0,0.0,0.0,0
398,398,9665,558,2022-04-04,14:26:15,306,6.5,2000.0,233,0,0,8.3,0.0,0.0,1900.0,0.0,299000.0,299000.0,60.0,0.0,0.0,0
399,399,9668,558,2022-04-04,14:27:15,306,6.6,2000.0,233,0,0,8.3,0.0,0.0,1900.0,0.0,299000.0,299000.0,60.0,0.0,0.0,0
400,400,9671,558,2022-04-04,14:28:15,304,6.7,2000.0,233,0,0,8.5,0.0,0.0,1900.0,0.0,299000.0,299000.0,60.0,0.0,0.0,0
401,401,9674,558,2022-04-04,14:29:15,301,6.7,2000.0,233,0,0,8.3,0.0,0.0,1900.0,0.0,299000.0,299000.0,59.9,0.0,0.0,0
402,402,9677,558,2022-04-04,14:30:15,305,6.6,2000.0,233,0,0,8.3,0.0,0.0,1900.0,0.0,299000.0,299000.0,59.9,0.0,0.0,0
403,403,9680,558,2022-04-04,14:31:15,304,6.6,2000.0,233,0,0,8.3,0.0,0.0,1900.0,0.0,299000.0,299000.0,59.9,0.0,0.0,0
404,404,9693,558,2022-04-04,14:37:15,309,6.5,2000.0,233,0,0,8.2,0.0,0.0,1900.0,0.0,300000.0,300000.0,59.9,0.0,0.0,0
405,405,9695,558,2022-04-04,14:38:15,308,6.5,2000.0,233,0,0,8.3,0.0,0.0,1900.0,0.0,300000.0,300000.0,60.0,0.0,0.0,0
406,406,9697,558,2022-04-04,14:39:15,309,6.5,2000.0,233,0,0,8.0,0.0,0.0,1800.0,0.0,300000.0,300000.0,59.9,0.0,0.0,0
407,407,9699,558,2022-04-04,14:40:15,307,6.5,2000.0,233,0,0,8.3,0.0,0.0,1900.0,0.0,300000.0,300000.0,60.0,0.0,0.0,0
408,408,9701,558,2022-04-04,14:41:15,308,6.5,2000.0,233,0,0,8.3,0.0,0.0,1900.0,0.0,300000.0,300000.0,59.9,0.0,0.0,0
409,409,9703,558,2022-04-04,14:42:15,307,6.5,2000.0,233,0,0,8.3,0.0,0.0,1900.0,0.0,300000.0,300000.0,59.9,0.0,0.0,0
410,410,9706,558,2022-04-04,14:43:15,305,6.5,2000.0,233,0,0,8.1,0.0,0.0,1800.0,0.0,300000.0,300000.0,59.9,0.0,0.0,0
411,411,9709,558,2022-04-04,14:44:15,306,6.5,2000.0,233,0,0,8.1,0.0,0.0,1800.0,0.0,300000.0,300000.0,60.0,0.0,0.0,0
412,412,9712,558,2022-04-04,14:45:15,305,6.5,1900.0,233,0,0,8.1,0.0,0.0,1900.0,0.0,300000.0,300000.0,60.0,0.0,0.0,0
413,413,9715,558,2022-04-04,14:46:15,304,6.5,1900.0,233,0,0,8.3,0.0,0.0,1900.0,0.0,300000.0,300000.0,60.0,0.0,0.0,0
414,414,9718,558,2022-04-04,14:47:15,304,6.5,1900.0,233,0,0,8.0,0.0,0.0,1800.0,0.0,300000.0,300000.0,59.9,0.0,0.0,0
415,415,9721,558,2022-04-04,14:48:15,304,6.4,1900.0,233,0,0,7.7,0.0,0.0,1800.0,0.0,300000.0,300000.0,59.9,0.0,0.0,0
416,416,9724,558,2022-04-04,14:49:15,307,6.4,1900.0,233,0,0,8.1,0.0,0.0,1800.0,0.0,300000.0,300000.0,59.9,0.0,0.0,0
417,417,9727,558,2022-04-04,14:50:15,306,6.4,1900.0,233,0,0,8.1,0.0,0.0,1800.0,0.0,300000.0,300000.0,59.9,0.0,0.0,0
418,418,9730,558,2022-04-04,14:51:15,309,6.3,1900.0,234,0,0,8.0,0.0,0.0,1800.0,0.0,300000.0,300000.0,59.9,0.0,0.0,0
419,419,9733,558,2022-04-04,14:52:15,304,6.4,1900.0,234,0,0,8.1,0.0,0.0,1900.0,0.0,300000.0,300000.0,59.9,0.0,0.0,0
420,420,9736,558,2022-04-04,14:53:15,303,6.4,1900.0,234,0,0,8.0,0.0,0.0,1800.0,0.0,300000.0,300000.0,60.0,0.0,0.0,0
421,421,9739,558,2022-04-04,14:54:15,306,6.3,1900.0,233,0,0,8.0,0.0,0.0,1800.0,0.0,300000.0,300000.0,60.0,0.0,0.0,0
422,422,9742,558,2022-04-04,14:55:15,303,6.3,1900.0,234,0,0,7.7,0.0,0.0,1800.0,0.0,300000.0,300000.0,60.0,0.0,0.0,0
423,423,9745,558,2022-04-04,14:56:15,305,6.3,1900.0,234,0,0,8.0,0.0,0.0,1800.0,0.0,300000.0,300000.0,60.0,0.0,0.0,0
424,424,9748,558,2022-04-04,14:57:15,307,6.2,1900.0,234,0,0,7.9,0.0,0.0,1800.0,0.0,300000.0,300000.0,60.0,0.0,0.0,0
425,425,9751,558,2022-04-04,14:58:15,310,6.1,1900.0,234,0,0,7.8,0.0,0.0,1800.0,0.0,300000.0,300000.0,60.0,0.0,0.0,0
426,426,9754,558,2022-04-04,14:59:15,303,6.3,1900.0,233,0,0,7.9,0.0,0.0,1800.0,0.0,300000.0,300000.0,59.9,0.0,0.0,0
427,427,9756,558,2022-04-04,15:00:15,311,6.1,1900.0,234,0,0,7.8,0.0,0.0,1800.0,0.0,300000.0,300000.0,59.9,0.0,0.0,0
428,428,9758,558,2022-04-04,15:01:15,308,6.2,1900.0,234,0,0,7.8,0.0,0.0,1800.0,0.0,300000.0,300000.0,59.9,0.0,0.0,0
429,429,9760,558,2022-04-04,15:02:15,312,6.1,1900.0,234,0,0,7.6,0.0,0.0,1800.0,0.0,300000.0,300000.0,60.0,0.0,0.0,0
430,430,9771,558,2022-04-04,15:08:15,311,6.0,1800.0,234,0,0,7.5,0.0,0.0,1700.0,0.0,301000.0,301000.0,59.9,0.0,0.0,0
431,431,9774,558,2022-04-04,15:09:15,309,6.1,1800.0,234,0,0,7.7,0.0,0.0,1800.0,0.0,301000.0,301000.0,59.9,0.0,0.0,0
432,432,9777,558,2022-04-04,15:10:15,315,5.9,1800.0,234,0,0,7.6,0.0,0.0,1700.0,0.0,301000.0,301000.0,59.9,0.0,0.0,0
433,433,9780,558,2022-04-04,15:11:15,312,5.9,1800.0,234,0,0,7.5,0.0,0.0,1700.0,0.0,301000.0,301000.0,59.9,0.0,0.0,0
434,434,9783,558,2022-04-04,15:12:15,313,5.9,1800.0,234,0,0,7.6,0.0,0.0,1800.0,0.0,301000.0,301000.0,59.9,0.0,0.0,0
435,435,9786,558,2022-04-04,15:13:15,310,5.9,1800.0,234,0,0,7.5,0.0,0.0,1700.0,0.0,301000.0,301000.0,59.9,0.0,0.0,0
436,436,9789,558,2022-04-04,15:14:15,311,5.9,1800.0,234,0,0,7.6,0.0,0.0,1700.0,0.0,301000.0,301000.0,59.9,0.0,0.0,0
437,437,9792,558,2022-04-04,15:15:15,310,5.9,1800.0,234,0,0,7.5,0.0,0.0,1700.0,0.0,301000.0,301000.0,60.0,0.0,0.0,0
438,438,9795,558,2022-04-04,15:16:15,309,5.9,1800.0,234,0,0,7.5,0.0,0.0,1700.0,0.0,301000.0,301000.0,59.9,0.0,0.0,0
439,439,9798,558,2022-04-04,15:17:15,306,5.9,1800.0,234,0,0,7.3,0.0,0.0,1700.0,0.0,301000.0,301000.0,60.0,0.0,0.0,0
